"","Year","MatMor","InfMor","NeoMor","Under5Mor","ISO"
"2790","2009",310,48.1,30,65.9,NA
"2791","2010",301,46.6,29.1,63.9,NA
"2792","2011",292,44.9,28.3,61,NA
"2793","2012",284,43.4,27.5,58.7,NA
"2794","2013",276,42,26.7,56.7,NA
"2795","2014",270,40.7,25.9,54.7,NA
"2796","2015",264,39.5,25.2,52.9,NA
"2797","2016",257,38.3,24.6,51.2,NA
"2798","2017",253,37.1,23.9,49.5,NA
"2799","2018",NA,36,23.2,47.9,NA
"2800","2019",NA,34.9,22.5,46.4,NA
"2801","2000",379,57.96637283,33.36023506,83.45614185,NA
"2802","2001",371,56.03694978,32.35453834,80.50564151,NA
"2803","2002",363,54.06598868,31.32604785,77.481278,NA
"2804","2003",354,52.15183055,30.31363536,74.49600108,NA
"2805","2004",342,50.3639507,29.30561946,71.86707167,NA
"2806","2005",328,48.41730032,28.37756504,68.71825905,NA
"2807","2006",315,46.66697594,27.46054467,65.9658393,NA
"2808","2007",303,44.95764464,26.602416,63.29717149,NA
"2809","2008",293,43.39549262,25.80007724,60.93543851,NA
"2810","2009",284,41.73020931,24.98456463,58.20325621,NA
"2811","2010",274,40.33727737,24.20537014,56.11776739,NA
"2812","2011",266,38.84470876,23.45985462,53.649406,NA
"2813","2012",258,37.55642936,22.77478969,51.67731096,NA
"2814","2013",252,36.34929239,22.11672843,49.8110285,NA
"2815","2014",247,35.24593027,21.48703755,48.11389514,NA
"2816","2015",241,34.18082542,20.92053205,46.52706987,NA
"2817","2016",235,33.21680457,20.41639192,45.03196399,NA
"2818","2017",231,32.23513926,19.89868006,43.5743925,NA
"2819","2018",NA,31.34634663,19.41617131,42.25005057,NA
"2820","2019",NA,30.51231811,18.88550345,41.03338532,NA
"2821","2000",614,70,39.6,106.9,"LSO"
"2822","2001",633,70.5,39.9,108.8,"LSO"
"2823","2002",653,71.2,40.1,110.7,"LSO"
"2824","2003",671,72.2,40.2,112.7,"LSO"
"2825","2004",680,73,40.3,114.5,"LSO"
"2826","2005",679,74,40.5,116.1,"LSO"
"2827","2006",668,74.5,40.8,116.5,"LSO"
"2828","2007",652,73.8,41.1,114.3,"LSO"
"2829","2008",623,77.1,41.4,113,"LSO"
"2830","2009",607,73.6,41.7,104.2,"LSO"
"2831","2010",594,70.9,42,96.4,"LSO"
"2832","2011",585,69,42.4,93.9,"LSO"
"2833","2012",586,70.2,42.8,92.7,"LSO"
"2834","2013",583,71,43.5,92.6,"LSO"
"2835","2014",579,71.9,44.1,94.2,"LSO"
"2836","2015",574,72.6,44.7,94.6,"LSO"
"2837","2016",559,72.9,45.1,91.5,"LSO"
"2838","2017",544,73.1,45.2,91,"LSO"
"2839","2018",NA,72.1,45.1,90.6,"LSO"
"2840","2019",NA,71.4,44.8,90.9,"LSO"
"2841","2000",62,27.61762013,18.81336847,33.53700668,NA
"2842","2001",59,25.81505881,17.63851434,31.29122157,NA
"2843","2002",57,23.99173126,16.46524469,29.09232751,NA
"2844","2003",54,22.21416832,15.30255439,26.89272744,NA
"2845","2004",52,20.65192199,14.11662725,25.03750656,NA
"2846","2005",50,18.99849138,13.06187155,23.01650793,NA
"2847","2006",48,17.62705798,12.03385813,21.33466962,NA
"2848","2007",46,16.40481263,11.12287003,19.87007182,NA
"2849","2008",45,15.26947255,10.28222712,18.57036552,NA
"2850","2009",43,14.33212169,9.508717856,17.47741463,NA
"2851","2010",41,13.38867481,8.88381248,16.36936726,NA
"2852","2011",39,12.56983042,8.277255222,15.40299855,NA
"2853","2012",38,11.8225541,7.793667381,14.49599339,NA
"2854","2013",37,11.15988427,7.316583817,13.68600268,NA
"2855","2014",36,10.50869273,6.841185392,12.94451908,NA
"2856","2015",36,9.917998001,6.434364476,12.20938904,NA
"2857","2016",35,9.460431298,6.155484291,11.66048734,NA
"2858","2017",34,8.87335943,5.774939858,10.99233667,NA
"2859","2018",NA,8.412676403,5.46362185,10.44995711,NA
"2860","2019",NA,8.007919717,5.12971021,9.96841842,NA
"2861","2000",17,8.6,4.5,10.7,"LTU"
"2862","2001",16,8.2,4.4,10.3,"LTU"
"2863","2002",14,7.9,4.4,9.9,"LTU"
"2864","2003",14,7.6,4.5,9.5,"LTU"
"2865","2004",13,7.4,4.5,9.3,"LTU"
"2866","2005",14,7.3,4.4,9,"LTU"
"2867","2006",14,6.9,4.1,8.6,"LTU"
"2868","2007",14,6.5,3.8,8,"LTU"
"2869","2008",13,5.9,3.4,7.3,"LTU"
"2870","2009",11,5.4,3.2,6.7,"LTU"
"2871","2010",10,4.9,2.9,6,"LTU"
"2872","2011",10,4.5,2.8,5.5,"LTU"
"2873","2012",10,4.2,2.6,5.2,"LTU"
"2874","2013",10,4.1,2.5,5,"LTU"
"2875","2014",9,4,2.4,4.9,"LTU"
"2876","2015",9,4,2.4,4.9,"LTU"
"2877","2016",8,3.9,2.4,4.8,"LTU"
"2878","2017",8,3.6,2.3,4.4,"LTU"
"2879","2018",NA,3.3,2.2,4,"LTU"
"2880","2019",NA,2.9,2,3.6,"LTU"
"2881","2000",10,3.7,2.3,4.5,"LUX"
"2882","2001",10,3.5,2.2,4.2,"LUX"
"2883","2002",9,3.3,2,4,"LUX"
"2884","2003",8,3.1,1.9,3.8,"LUX"
"2885","2004",8,2.9,1.8,3.5,"LUX"
"2886","2005",9,2.8,1.7,3.4,"LUX"
"2887","2006",9,2.6,1.7,3.2,"LUX"
"2888","2007",8,2.5,1.6,3.1,"LUX"
"2889","2008",6,2.4,1.6,3,"LUX"
"2890","2009",7,2.4,1.6,2.9,"LUX"
"2891","2010",8,2.3,1.5,2.8,"LUX"
"2892","2011",8,2.3,1.5,2.8,"LUX"
"2893","2012",7,2.3,1.5,2.8,"LUX"
"2894","2013",6,2.3,1.6,2.8,"LUX"
"2895","2014",6,2.3,1.6,2.8,"LUX"
"2896","2015",5,2.3,1.6,2.8,"LUX"
"2897","2016",5,2.3,1.6,2.8,"LUX"
"2898","2017",5,2.3,1.7,2.8,"LUX"
"2899","2018",NA,2.3,1.7,2.8,"LUX"
"2900","2019",NA,2.3,1.7,2.8,"LUX"
"2901","2000",34,11.5,7.1,14.2,"LVA"
"2902","2001",35,10.8,6.6,13.3,"LVA"
"2903","2002",33,10.2,6.2,12.6,"LVA"
"2904","2003",34,9.7,5.9,11.9,"LVA"
"2905","2004",32,9.2,5.6,11.2,"LVA"
"2906","2005",30,8.6,5.4,10.5,"LVA"
"2907","2006",32,8.1,5.2,9.8,"LVA"
"2908","2007",32,7.7,5,9.3,"LVA"
"2909","2008",29,7.3,4.8,8.8,"LVA"
"2910","2009",28,6.9,4.5,8.3,"LVA"
"2911","2010",26,6.5,4.2,7.8,"LVA"
"2912","2011",26,6.1,3.9,7.2,"LVA"
"2913","2012",23,5.6,3.5,6.6,"LVA"
"2914","2013",27,5.1,3.2,6,"LVA"
"2915","2014",24,4.6,2.9,5.5,"LVA"
"2916","2015",23,4.3,2.7,5,"LVA"
"2917","2016",26,4,2.6,4.7,"LVA"
"2918","2017",19,3.8,2.4,4.4,"LVA"
"2919","2018",NA,3.6,2.4,4.2,"LVA"
"2920","2019",NA,3.5,2.3,4.1,"LVA"
"2921","2000",NA,NA,NA,NA,"MAC"
"2922","2001",NA,NA,NA,NA,"MAC"
"2923","2002",NA,NA,NA,NA,"MAC"
"2924","2003",NA,NA,NA,NA,"MAC"
"2925","2004",NA,NA,NA,NA,"MAC"
"2926","2005",NA,NA,NA,NA,"MAC"
"2927","2006",NA,NA,NA,NA,"MAC"
"2928","2007",NA,NA,NA,NA,"MAC"
"2929","2008",NA,NA,NA,NA,"MAC"
"2930","2009",NA,NA,NA,NA,"MAC"
"2931","2010",NA,NA,NA,NA,"MAC"
"2932","2011",NA,NA,NA,NA,"MAC"
"2933","2012",NA,NA,NA,NA,"MAC"
"2934","2013",NA,NA,NA,NA,"MAC"
"2935","2014",NA,NA,NA,NA,"MAC"
"2936","2015",NA,NA,NA,NA,"MAC"
"2937","2016",NA,NA,NA,NA,"MAC"
"2938","2017",NA,NA,NA,NA,"MAC"
"2939","2018",NA,NA,NA,NA,"MAC"
"2940","2019",NA,NA,NA,NA,"MAC"
"2941","2000",NA,NA,NA,NA,"MAF"
"2942","2001",NA,NA,NA,NA,"MAF"
"2943","2002",NA,NA,NA,NA,"MAF"
"2944","2003",NA,NA,NA,NA,"MAF"
"2945","2004",NA,NA,NA,NA,"MAF"
"2946","2005",NA,NA,NA,NA,"MAF"
"2947","2006",NA,NA,NA,NA,"MAF"
"2948","2007",NA,NA,NA,NA,"MAF"
"2949","2008",NA,NA,NA,NA,"MAF"
"2950","2009",NA,NA,NA,NA,"MAF"
"2951","2010",NA,NA,NA,NA,"MAF"
"2952","2011",NA,NA,NA,NA,"MAF"
"2953","2012",NA,NA,NA,NA,"MAF"
"2954","2013",NA,NA,NA,NA,"MAF"
"2955","2014",NA,NA,NA,NA,"MAF"
"2956","2015",NA,NA,NA,NA,"MAF"
"2957","2016",NA,NA,NA,NA,"MAF"
"2958","2017",NA,NA,NA,NA,"MAF"
"2959","2018",NA,NA,NA,NA,"MAF"
"2960","2019",NA,NA,NA,NA,"MAF"
"2961","2000",188,43.9,28.4,52.3,"MAR"
"2962","2001",174,42.3,27.7,50.1,"MAR"
"2963","2002",162,40.6,27,48,"MAR"
"2964","2003",152,39,26.2,45.9,"MAR"
"2965","2004",142,37.2,25.5,43.7,"MAR"
"2966","2005",131,35.5,24.6,41.5,"MAR"
"2967","2006",121,33.6,23.7,39.3,"MAR"
"2968","2007",113,31.8,22.8,37.1,"MAR"
"2969","2008",106,30.1,21.7,35,"MAR"
"2970","2009",99,28.4,20.5,33,"MAR"
"2971","2010",92,26.8,19.3,31.2,"MAR"
"2972","2011",86,25.3,18.2,29.5,"MAR"
"2973","2012",81,23.9,17.2,27.8,"MAR"
"2974","2013",78,22.6,16.2,26.3,"MAR"
"2975","2014",76,21.3,15.3,24.9,"MAR"
"2976","2015",74,20.2,14.5,23.5,"MAR"
"2977","2016",72,19.1,13.8,22.3,"MAR"
"2978","2017",70,18.2,13.1,21.2,"MAR"
"2979","2018",NA,17.4,12.5,20.3,"MAR"
"2980","2019",NA,16.7,12,19.5,"MAR"
"2981","2000",NA,4.2,2.8,5.2,"MCO"
"2982","2001",NA,4.1,2.7,5,"MCO"
"2983","2002",NA,4,2.6,4.8,"MCO"
"2984","2003",NA,3.8,2.5,4.7,"MCO"
"2985","2004",NA,3.7,2.5,4.6,"MCO"
"2986","2005",NA,3.6,2.4,4.5,"MCO"
"2987","2006",NA,3.6,2.4,4.4,"MCO"
"2988","2007",NA,3.5,2.3,4.3,"MCO"
"2989","2008",NA,3.4,2.2,4.2,"MCO"
"2990","2009",NA,3.3,2.2,4.1,"MCO"
"2991","2010",NA,3.3,2.2,4,"MCO"
"2992","2011",NA,3.2,2.1,3.9,"MCO"
"2993","2012",NA,3.1,2.1,3.8,"MCO"
"2994","2013",NA,3,2,3.7,"MCO"
"2995","2014",NA,3,1.9,3.6,"MCO"
"2996","2015",NA,2.9,1.9,3.5,"MCO"
"2997","2016",NA,2.8,1.8,3.4,"MCO"
"2998","2017",NA,2.7,1.8,3.3,"MCO"
"2999","2018",NA,2.6,1.7,3.2,"MCO"
"3000","2019",NA,2.5,1.7,3.1,"MCO"
"3001","2000",44,26.2,20.4,31.5,"MDA"
"3002","2001",39,23.9,18.7,28.6,"MDA"
"3003","2002",38,21.7,17.1,25.8,"MDA"
"3004","2003",36,19.8,15.6,23.3,"MDA"
"3005","2004",32,18.3,14.5,21.5,"MDA"
"3006","2005",34,17.1,13.8,20.1,"MDA"
"3007","2006",31,16.3,13.3,19,"MDA"
"3008","2007",31,15.7,13,18.3,"MDA"
"3009","2008",29,15.3,12.8,17.8,"MDA"
"3010","2009",28,15,12.7,17.4,"MDA"
"3011","2010",29,14.7,12.6,17.1,"MDA"
"3012","2011",21,14.5,12.4,16.8,"MDA"
"3013","2012",22,14.2,12.2,16.5,"MDA"
"3014","2013",21,14,12,16.3,"MDA"
"3015","2014",23,13.7,11.7,16,"MDA"
"3016","2015",22,13.6,11.5,15.8,"MDA"
"3017","2016",20,13.3,11.3,15.5,"MDA"
"3018","2017",19,13.1,11.2,15.3,"MDA"
"3019","2018",NA,12.9,11,15,"MDA"
"3020","2019",NA,12.7,10.8,14.8,"MDA"
"3021","2000",559,67.5,30.7,105.4,"MDG"
"3022","2001",552,64.9,29.9,100.8,"MDG"
"3023","2002",547,62.5,29.2,96.5,"MDG"
"3024","2003",543,60.2,28.5,92.4,"MDG"
"3025","2004",539,58,27.9,88.5,"MDG"
"3026","2005",526,55.9,27.3,84.8,"MDG"
"3027","2006",513,53.9,26.7,81.3,"MDG"
"3028","2007",503,52,26,77.9,"MDG"
"3029","2008",491,50.3,25.5,74.8,"MDG"
"3030","2009",474,48.6,24.9,72,"MDG"
"3031","2010",453,47.1,24.4,69.3,"MDG"
"3032","2011",432,45.8,24,67,"MDG"
"3033","2012",413,44.6,23.6,64.8,"MDG"
"3034","2013",394,43.4,23.1,62.7,"MDG"
"3035","2014",378,42.3,22.7,60.8,"MDG"
"3036","2015",363,41.3,22.3,59,"MDG"
"3037","2016",348,40.3,21.9,57.2,"MDG"
"3038","2017",335,39.3,21.5,55.5,"MDG"
"3039","2018",NA,38.2,21.1,53.7,"MDG"
"3040","2019",NA,37.2,20.7,51.9,"MDG"
"3041","2000",125,31.7,22.4,39,"MDV"
"3042","2001",111,28.5,20,34.6,"MDV"
"3043","2002",105,25.5,17.5,30.7,"MDV"
"3044","2003",97,22.8,15.3,27.1,"MDV"
"3045","2004",89,21.4,13.6,26.9,"MDV"
"3046","2005",75,18.3,12.1,21.5,"MDV"
"3047","2006",71,16.5,10.9,19.3,"MDV"
"3048","2007",71,15.1,9.9,17.6,"MDV"
"3049","2008",72,13.8,9,16.1,"MDV"
"3050","2009",71,12.8,8.3,14.9,"MDV"
"3051","2010",67,11.9,7.7,13.9,"MDV"
"3052","2011",62,11.1,7,12.9,"MDV"
"3053","2012",60,10.4,6.5,12.1,"MDV"
"3054","2013",58,9.7,6.2,11.3,"MDV"
"3055","2014",56,9.1,5.9,10.5,"MDV"
"3056","2015",54,8.4,5.7,9.8,"MDV"
"3057","2016",54,7.7,5.5,9,"MDV"
"3058","2017",53,7.1,5.2,8.3,"MDV"
"3059","2018",NA,6.5,4.9,7.6,"MDV"
"3060","2019",NA,6,4.5,7,"MDV"
"3061","2000",96,34.4,21.2,42.9,NA
"3062","2001",92,32.9,20.6,40.9,NA
"3063","2002",88,31.6,20,39.1,NA
"3064","2003",91,30.3,19.5,37.3,NA
"3065","2004",85,29,18.9,35.5,NA
"3066","2005",82,27.8,18.3,33.9,NA
"3067","2006",82,26.6,17.7,32.3,NA
"3068","2007",77,25.5,17.1,30.9,NA
"3069","2008",69,24.4,16.5,29.5,NA
"3070","2009",66,23.5,15.8,28.3,NA
"3071","2010",63,22.7,15.3,27.3,NA
"3072","2011",61,22.1,14.8,26.6,NA
"3073","2012",60,21.8,14.4,26.7,NA
"3074","2013",59,21.4,13.9,26.4,NA
"3075","2014",61,20.8,13.5,25.7,NA
"3076","2015",59,20.3,13.1,24.9,NA
"3077","2016",58,19.7,12.8,24.2,NA
"3078","2017",57,19,12.6,22.9,NA
"3079","2018",NA,18.6,12.4,22.5,NA
"3080","2019",NA,18.2,12.1,21.9,NA
"3081","2000",55,23.8,14.4,28.4,"MEX"
"3082","2001",55,22.8,13.4,27.1,"MEX"
"3083","2002",56,21.9,12.4,26,"MEX"
"3084","2003",55,21,11.4,24.9,"MEX"
"3085","2004",54,20.2,10.5,23.9,"MEX"
"3086","2005",54,19.5,9.9,22.9,"MEX"
"3087","2006",51,18.8,9.4,22.1,"MEX"
"3088","2007",49,18.2,9.3,21.3,"MEX"
"3089","2008",49,17.6,9.2,20.6,"MEX"
"3090","2009",51,17,9.1,19.9,"MEX"
"3091","2010",46,16.4,9,19.2,"MEX"
"3092","2011",43,15.9,8.9,18.5,"MEX"
"3093","2012",41,15.4,8.7,17.9,"MEX"
"3094","2013",39,14.9,8.5,17.3,"MEX"
"3095","2014",38,14.4,8.3,16.8,"MEX"
"3096","2015",36,13.9,8.3,16.2,"MEX"
"3097","2016",34,13.5,8.4,15.7,"MEX"
"3098","2017",33,13,8.6,15.2,"MEX"
"3099","2018",NA,12.6,8.7,14.6,"MEX"
"3100","2019",NA,12.2,8.6,14.1,"MEX"
"3101","2000",NA,33.9,18.8,42,"MHL"
"3102","2001",NA,33.9,18.9,42.1,"MHL"
"3103","2002",NA,33.8,18.8,41.9,"MHL"
"3104","2003",NA,33.6,18.7,41.7,"MHL"
"3105","2004",NA,33.4,18.6,41.3,"MHL"
"3106","2005",NA,33.2,18.5,41,"MHL"
"3107","2006",NA,32.9,18.3,40.6,"MHL"
"3108","2007",NA,32.6,18.2,40.2,"MHL"
"3109","2008",NA,32.3,18.1,39.8,"MHL"
"3110","2009",NA,32,18,39.4,"MHL"
"3111","2010",NA,31.7,17.8,39,"MHL"
"3112","2011",NA,31.4,17.6,38.6,"MHL"
"3113","2012",NA,30.9,17.4,37.9,"MHL"
"3114","2013",NA,30.4,17.2,37.2,"MHL"
"3115","2014",NA,29.7,16.9,36.3,"MHL"
"3116","2015",NA,29.1,16.5,35.4,"MHL"
"3117","2016",NA,28.4,16,34.4,"MHL"
"3118","2017",NA,27.7,15.6,33.5,"MHL"
"3119","2018",NA,26.9,15.1,32.5,"MHL"
"3120","2019",NA,26.3,14.7,31.6,"MHL"
"3121","2000",301,52.72909074,31.98545078,73.08377901,NA
"3122","2001",295,50.8974641,30.9506499,70.40124372,NA
"3123","2002",287,49.04544527,29.8934216,67.6892745,NA
"3124","2003",280,47.26350136,28.85168633,65.04212371,NA
"3125","2004",271,45.6290176,27.81472139,62.81456821,NA
"3126","2005",260,43.7785202,26.86173307,59.93963966,NA
"3127","2006",250,42.13070038,25.91191994,57.49398368,NA
"3128","2007",240,40.51744326,25.03223046,55.11682837,NA
"3129","2008",232,39.04499472,24.20986961,53.06563683,NA
"3130","2009",225,37.41888375,23.36452252,50.53225998,NA
"3131","2010",217,36.08283758,22.55927886,48.70993528,NA
"3132","2011",210,34.63683027,21.7863452,46.38490123,NA
"3133","2012",204,33.37974699,21.07985563,44.55056711,NA
"3134","2013",199,32.21318848,20.40215676,42.86177391,NA
"3135","2014",195,31.14696198,19.75541158,41.3276083,NA
"3136","2015",190,30.11146991,19.18005868,39.90577773,NA
"3137","2016",186,29.20574848,18.67505012,38.61957468,NA
"3138","2017",184,28.28940245,18.14233133,37.35305903,NA
"3139","2018",NA,27.42020227,17.65926561,36.1300909,NA
"3140","2019",NA,26.61588924,17.1073365,35.03992027,NA
"3141","2000",13,14.3,9.6,16,"MKD"
"3142","2001",12,13.2,9,14.8,"MKD"
"3143","2002",12,12.8,8.9,14.3,"MKD"
"3144","2003",10,12.8,9,14.4,"MKD"
"3145","2004",11,12.7,9,14.3,"MKD"
"3146","2005",10,12.2,8.7,13.7,"MKD"
"3147","2006",10,11.5,8.4,13,"MKD"
"3148","2007",10,10.9,8.1,12.3,"MKD"
"3149","2008",8,10.3,7.8,11.7,"MKD"
"3150","2009",8,9.7,7.4,11,"MKD"
"3151","2010",8,9.2,7,10.4,"MKD"
"3152","2011",8,8.8,6.7,10,"MKD"
"3153","2012",8,9,6.9,10.1,"MKD"
"3154","2013",8,9.4,7.4,10.6,"MKD"
"3155","2014",8,9.9,7.9,11.2,"MKD"
"3156","2015",8,10,8.1,11.4,"MKD"
"3157","2016",8,9.6,7.8,10.9,"MKD"
"3158","2017",7,8.5,6.8,9.6,"MKD"
"3159","2018",NA,7.1,5.5,8.1,"MKD"
"3160","2019",NA,6,4.5,6.8,"MKD"
"3161","2000",836,101.5,51,187.4,"MLI"
"3162","2001",797,98.8,49.3,181.1,"MLI"
"3163","2002",764,96.1,47.6,174.7,"MLI"
"3164","2003",739,93.3,46.1,168.3,"MLI"
"3165","2004",715,90.7,44.7,162.2,"MLI"
"3166","2005",691,88.1,43.6,156.4,"MLI"
"3167","2006",675,85.7,42.6,150.8,"MLI"
"3168","2007",663,83.3,41.7,145.4,"MLI"
"3169","2008",661,81.1,40.8,140.2,"MLI"
"3170","2009",661,78.8,39.8,135.1,"MLI"
"3171","2010",660,76.7,38.9,130.3,"MLI"
"3172","2011",663,74.6,38,125.6,"MLI"
"3173","2012",663,72.6,37.1,121,"MLI"
"3174","2013",663,70.6,36.4,116.6,"MLI"
"3175","2014",642,68.7,35.6,112.4,"MLI"
"3176","2015",620,66.8,34.9,108.3,"MLI"
"3177","2016",590,65.1,34.2,104.5,"MLI"
"3178","2017",562,63.4,33.6,100.9,"MLI"
"3179","2018",NA,61.8,32.9,97.4,"MLI"
"3180","2019",NA,60.3,32.3,94.2,"MLI"
"3181","2000",9,6.9,5.2,7.8,"MLT"
"3182","2001",10,6.6,5,7.5,"MLT"
"3183","2002",9,6.5,4.9,7.3,"MLT"
"3184","2003",10,6.3,4.8,7.2,"MLT"
"3185","2004",9,6.2,4.7,7.1,"MLT"
"3186","2005",8,6.1,4.6,7,"MLT"
"3187","2006",8,6,4.5,6.9,"MLT"
"3188","2007",8,6,4.5,6.8,"MLT"
"3189","2008",8,5.9,4.5,6.8,"MLT"
"3190","2009",7,5.9,4.5,6.7,"MLT"
"3191","2010",8,5.8,4.4,6.7,"MLT"
"3192","2011",7,5.8,4.4,6.6,"MLT"
"3193","2012",7,5.8,4.4,6.6,"MLT"
"3194","2013",7,5.8,4.4,6.6,"MLT"
"3195","2014",6,5.8,4.4,6.6,"MLT"
"3196","2015",7,5.7,4.4,6.6,"MLT"
"3197","2016",6,5.7,4.4,6.6,"MLT"
"3198","2017",6,5.7,4.4,6.6,"MLT"
"3199","2018",NA,5.7,4.4,6.5,"MLT"
"3200","2019",NA,5.7,4.3,6.5,"MLT"
"3201","2000",340,65.4,37.6,89.6,"MMR"
"3202","2001",331,63.8,36.6,87.1,"MMR"
"3203","2002",323,62.3,35.6,84.7,"MMR"
"3204","2003",314,60.7,34.5,82.3,"MMR"
"3205","2004",307,59.1,33.6,79.7,"MMR"
"3206","2005",299,57.4,32.6,77.2,"MMR"
"3207","2006",293,55.8,31.7,74.5,"MMR"
"3208","2007",287,54.1,30.9,71.8,"MMR"
"3209","2008",289,63.4,30.5,98.4,"MMR"
"3210","2009",274,50.5,29.2,66.3,"MMR"
"3211","2010",265,48.8,28.5,63.7,"MMR"
"3212","2011",259,47,27.8,61,"MMR"
"3213","2012",254,45.4,27.1,58.6,"MMR"
"3214","2013",251,43.8,26.5,56.2,"MMR"
"3215","2014",247,42.3,25.9,54.1,"MMR"
"3216","2015",246,41,25.2,52.2,"MMR"
"3217","2016",245,39.7,24.6,50.3,"MMR"
"3218","2017",250,38.5,24,48.5,"MMR"
"3219","2018",NA,37.2,23.4,46.8,"MMR"
"3220","2019",NA,36.1,22.9,45.2,"MMR"
"3221","2000",106,36.73084467,22.70883547,46.00006747,NA
"3222","2001",101,35.27154885,22.1332142,43.94049278,NA
"3223","2002",96,33.83430893,21.54014093,41.96511133,NA
"3224","2003",100,32.45082878,20.94000729,40.06351011,NA
"3225","2004",94,31.0867918,20.32777134,38.201573,NA
"3226","2005",91,29.78219195,19.69885471,36.44289376,NA
"3227","2006",91,28.55968381,19.06039984,34.78565952,NA
"3228","2007",85,27.38872277,18.44066036,33.21475408,NA
"3229","2008",76,26.27419416,17.77464763,31.77575486,NA
"3230","2009",72,25.27833941,17.14297783,30.47367815,NA
"3231","2010",69,24.42373425,16.50162154,29.40666035,NA
"3232","2011",67,23.74604166,15.98781345,28.61835253,NA
"3233","2012",65,23.47459086,15.51534807,28.77428587,NA
"3234","2013",65,22.98665648,15.08482139,28.40263345,NA
"3235","2014",66,22.43742775,14.61712826,27.72794908,NA
"3236","2015",64,21.84697142,14.20843591,26.884952,NA
"3237","2016",63,21.27860785,13.89409109,26.09632454,NA
"3238","2017",62,20.50700604,13.63961743,24.7156389,NA
"3239","2018",NA,20.07496815,13.41027829,24.29228152,NA
"3240","2019",NA,19.62252894,13.17658373,23.69692941,NA
"3241","2000",12,12.5,8.6,14.2,"MNE"
"3242","2001",12,12,8.4,13.6,"MNE"
"3243","2002",11,11.4,8.2,12.9,"MNE"
"3244","2003",11,10.6,7.9,12.2,"MNE"
"3245","2004",10,9.9,7.4,11.4,"MNE"
"3246","2005",9,9.2,6.9,10.5,"MNE"
"3247","2006",9,8.4,6.4,9.7,"MNE"
"3248","2007",8,7.7,5.9,8.9,"MNE"
"3249","2008",8,7,5.4,8.1,"MNE"
"3250","2009",8,6.3,4.9,7.4,"MNE"
"3251","2010",7,5.7,4.4,6.7,"MNE"
"3252","2011",7,5.1,3.9,6.1,"MNE"
"3253","2012",7,4.6,3.5,5.5,"MNE"
"3254","2013",6,4.1,3,4.9,"MNE"
"3255","2014",6,3.7,2.6,4.4,"MNE"
"3256","2015",6,3.3,2.3,4,"MNE"
"3257","2016",6,3,1.9,3.6,"MNE"
"3258","2017",6,2.6,1.7,3.2,"MNE"
"3259","2018",NA,2.4,1.4,2.9,"MNE"
"3260","2019",NA,2.1,1.3,2.6,"MNE"
"3261","2000",155,48.6,23.7,63.5,"MNG"
"3262","2001",138,45.3,22.4,58.5,"MNG"
"3263","2002",124,42,21.2,53.7,"MNG"
"3264","2003",114,38.9,19.9,49.1,"MNG"
"3265","2004",106,35.9,18.7,44.9,"MNG"
"3266","2005",98,33.1,17.6,40.9,"MNG"
"3267","2006",91,30.5,16.5,37.4,"MNG"
"3268","2007",85,28.1,15,34.1,"MNG"
"3269","2008",80,25.9,13.6,31.2,"MNG"
"3270","2009",73,23.9,12.4,28.6,"MNG"
"3271","2010",66,22.1,11.4,26.3,"MNG"
"3272","2011",59,20.6,10.8,24.4,"MNG"
"3273","2012",54,19.4,10.3,22.8,"MNG"
"3274","2013",51,18.3,10,21.5,"MNG"
"3275","2014",49,17.4,9.8,20.4,"MNG"
"3276","2015",47,16.6,9.6,19.4,"MNG"
"3277","2016",46,15.9,9.3,18.5,"MNG"
"3278","2017",45,15.1,9,17.6,"MNG"
"3279","2018",NA,14.4,8.7,16.8,"MNG"
"3280","2019",NA,13.8,8.3,16,"MNG"
"3281","2000",NA,NA,NA,NA,"MNP"
"3282","2001",NA,NA,NA,NA,"MNP"
"3283","2002",NA,NA,NA,NA,"MNP"
"3284","2003",NA,NA,NA,NA,"MNP"
"3285","2004",NA,NA,NA,NA,"MNP"
"3286","2005",NA,NA,NA,NA,"MNP"
"3287","2006",NA,NA,NA,NA,"MNP"
"3288","2007",NA,NA,NA,NA,"MNP"
"3289","2008",NA,NA,NA,NA,"MNP"
"3290","2009",NA,NA,NA,NA,"MNP"
"3291","2010",NA,NA,NA,NA,"MNP"
"3292","2011",NA,NA,NA,NA,"MNP"
"3293","2012",NA,NA,NA,NA,"MNP"
"3294","2013",NA,NA,NA,NA,"MNP"
"3295","2014",NA,NA,NA,NA,"MNP"
"3296","2015",NA,NA,NA,NA,"MNP"
"3297","2016",NA,NA,NA,NA,"MNP"
"3298","2017",NA,NA,NA,NA,"MNP"
"3299","2018",NA,NA,NA,NA,"MNP"
"3300","2019",NA,NA,NA,NA,"MNP"
"3301","2000",798,112.4,46.6,170.4,"MOZ"
"3302","2001",745,106.1,44.5,161,"MOZ"
"3303","2002",700,100.3,42.6,152.6,"MOZ"
"3304","2003",657,95.3,40.9,145,"MOZ"
"3305","2004",615,90.8,39.4,138.2,"MOZ"
"3306","2005",577,86.9,38.2,132,"MOZ"
"3307","2006",539,83.2,37.1,126.2,"MOZ"
"3308","2007",505,78,36.1,118.8,"MOZ"
"3309","2008",471,75.6,35.3,112.9,"MOZ"
"3310","2009",439,72.7,34.6,107.3,"MOZ"
